business_id,application_date,business_name,industry,region,years_in_business,employees,loan_amount,loan_purpose,loan_term,annual_revenue,monthly_expenses,cash_balance,existing_debt,monthly_debt_payments,credit_score,missed_payments,prior_defaults,collateral_type,collateral_value,debt_to_revenue_ratio,debt_service_coverage_ratio,loan_to_collateral_ratio,risk_score,risk_level,decision,interest_rate,pricing_tier,monthly_payment,total_repayment,total_interest_income,approval_probability
899,2025-07-16,Kalahari Tours,Technology,Erongo,18,167,1206372,Construction,48,5550214,327829,2542918,3765855,87861,803,5,0,Livestock,2353583,0.68,1.53,0.51,50.5,Medium Risk,Review,0.15,Elevated Risk Premium,33574.24,1611563.52,405191.52,55.55
900,2025-09-18,Gobabis Tours,Agriculture,Oshikoto,14,88,308701,Inventory,12,13438387,35273,2038969,2183915,10607,662,6,0,Property,2603087,0.16,102.25,0.12,28.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,30.91
901,2025-07-11,Swakop Supplies,Retail,Kavango West,5,239,901625,Construction,48,13938971,512286,1154264,3952923,85567,484,4,0,Vehicle,280612,0.28,7.59,3.21,-22.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
902,2025-11-03,Oshana Food Services,Retail,Kavango West,9,70,54759,Vehicle Purchase,48,530167,144872,205162,135234,117268,678,5,0,Savings,1923067,0.26,-0.86,0.03,14.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,15.51
903,2025-05-05,Okavango Supplies,Food Services,Karas,25,93,711472,Expansion,48,6677047,489599,2749502,2900982,26981,487,1,0,Savings,1330331,0.43,2.48,0.53,74.2,Medium Risk,Review,0.15,Elevated Risk Premium,19800.8,950438.4,238966.4,81.62
904,2025-02-26,Kunene Retail,Mining Services,Karas,12,205,1816567,Payroll Support,48,2706682,177441,2491756,2227628,74352,519,6,0,Equipment,3136921,0.82,0.65,0.58,19.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,21.45
905,2025-07-22,Erongo Farming,Retail,Erongo,15,10,1761696,Inventory,60,3070181,442197,100705,1992017,46751,666,8,1,Livestock,1735557,0.65,-3.99,1.02,-42.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
906,2025-06-07,Erongo Retail,Agriculture,Oshana,2,131,1666194,Vehicle Purchase,60,12401190,429586,2857989,2630043,108818,573,1,0,Equipment,2641484,0.21,5.55,0.63,53.2,Medium Risk,Review,0.15,Elevated Risk Premium,39638.64,2378318.4,712124.4,58.52
907,2025-05-30,Kunene Trading,Construction,Erongo,7,96,2046686,Working Capital,36,6996218,603969,2358535,3626208,25445,652,7,0,Vehicle,4035571,0.52,-0.82,0.51,0.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.66
908,2025-06-18,Otji Manufacturing,Construction,Hardap,9,182,1893795,Inventory,12,1400922,708046,316529,2142221,48502,789,5,0,Livestock,1599496,1.53,-12.19,1.18,7.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,8.03
909,2025-05-03,Katima Logistics,Transport,Erongo,10,139,2332617,Inventory,24,7965689,521073,689962,2763584,14279,791,3,1,Property,1590962,0.35,10.0,1.47,6.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,6.93
910,2025-06-10,Katima Transport,Retail,Oshikoto,18,130,2076882,Inventory,24,9763812,390782,1322297,3357994,65371,604,0,0,Equipment,1951024,0.34,6.47,1.06,50.3,Medium Risk,Review,0.15,Elevated Risk Premium,100701.05,2416825.2,339943.2,55.33
911,2025-01-24,Otji Trading,Food Services,Oshikoto,12,184,332361,Inventory,36,4387863,439322,2482573,119083,107501,825,8,0,Property,3963339,0.03,-0.69,0.08,55.0,Medium Risk,Review,0.15,Elevated Risk Premium,11521.4,414770.4,82409.4,60.5
912,2025-05-23,Caprivi Manufacturing,Construction,Kavango East,17,69,1875767,Expansion,36,7361089,182781,89553,1261096,10607,481,6,0,Equipment,3345808,0.17,40.6,0.56,-15.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
913,2025-03-10,Caprivi Farming,Mining Services,Erongo,10,185,519211,Vehicle Purchase,48,9783519,400651,2235478,3073003,71246,753,7,0,Equipment,721361,0.31,5.82,0.72,18.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,20.13
914,2025-04-07,Caprivi Transport,Construction,Oshikoto,16,45,2445471,Working Capital,60,4138656,277770,2639783,3456815,60754,616,6,1,Vehicle,3683550,0.84,1.1,0.66,5.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,6.38
915,2025-05-15,Etosha Technologies,Mining Services,Hardap,4,167,455639,Vehicle Purchase,60,10925088,70756,1884930,3766848,28601,830,0,1,Inventory,1332209,0.34,29.36,0.34,39.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,42.9
916,2025-04-18,Etosha Manufacturing,Food Services,Karas,4,241,860631,Technology Upgrade,12,5770160,758052,458470,250444,73457,834,0,1,Property,553222,0.04,-3.77,1.56,46.1,Medium Risk,Review,0.15,Elevated Risk Premium,77679.1,932149.2,71518.2,50.71
917,2025-03-19,Okavango Supplies,Transport,Kavango East,19,68,280466,Payroll Support,12,9752584,197733,2247674,114792,73360,513,8,1,Property,3582239,0.01,8.38,0.08,9.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,10.56
918,2025-07-09,Namib Farming,Mining Services,Karas,6,242,844458,Vehicle Purchase,24,9185794,53459,1991683,1300982,83950,589,7,0,Vehicle,4418253,0.14,8.48,0.19,8.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,9.57
919,2025-01-14,Windhoek Farming,Technology,Otjozondjupa,1,46,1072682,Working Capital,24,6786767,575866,2517078,1388413,71854,712,7,1,Equipment,65237,0.2,-0.14,16.44,3.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,3.52
920,2025-06-17,Windhoek Farming,Manufacturing,Otjozondjupa,15,106,565035,Expansion,36,4553879,438562,660610,3074912,110029,501,6,0,Livestock,2127718,0.68,-0.54,0.27,-22.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
921,2025-08-14,Etosha Manufacturing,Mining Services,Kavango West,22,203,1767592,Expansion,48,12626084,51607,1983963,2445604,31630,503,2,0,Inventory,1405085,0.19,31.63,1.26,52.5,Medium Risk,Review,0.15,Elevated Risk Premium,49193.41,2361283.68,593691.68,57.75
922,2025-01-18,Erongo Transport,Agriculture,Kavango East,3,202,1660268,Vehicle Purchase,36,10513929,292467,907456,3296792,62230,765,3,0,Property,4795716,0.31,9.38,0.35,12.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,13.42
923,2025-05-25,Windhoek Supplies,Agriculture,Kavango East,1,32,1691827,Equipment Purchase,48,9978979,518448,743075,775255,70071,514,7,1,Livestock,925649,0.08,4.47,1.83,-46.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
924,2025-03-02,Okavango Transport,Construction,Karas,6,82,1434782,Vehicle Purchase,48,12734713,607423,1007485,1858366,46153,582,0,0,Livestock,2167142,0.15,9.83,0.66,38.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,42.68
925,2025-08-15,Kalahari Construction,Construction,Kavango West,25,39,1330356,Vehicle Purchase,48,8449519,327320,2290583,3736939,81266,507,7,0,Property,965360,0.44,4.64,1.38,10.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,11.66
926,2025-06-15,Walvis Trading,Retail,Kavango East,10,128,741329,Construction,12,3742682,228949,1551495,2781347,102777,612,7,0,Property,4198846,0.74,0.81,0.18,-6.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
927,2025-12-13,Erongo Food Services,Transport,Kavango East,1,8,2460916,Construction,48,4424497,357715,2633236,3786459,99613,773,1,0,Vehicle,4737557,0.86,0.11,0.52,55.6,Medium Risk,Review,0.15,Elevated Risk Premium,68489.13,3287478.24,826562.24,61.16
928,2025-07-17,Windhoek Fishing,Manufacturing,Khomas,5,106,1028294,Construction,12,12167348,30570,319071,846461,89903,616,2,0,Vehicle,3716986,0.07,10.94,0.28,21.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,23.1
929,2025-09-28,Caprivi Manufacturing,Food Services,Oshikoto,14,6,363296,Payroll Support,60,13510672,399512,1433710,1364771,92174,710,3,0,Livestock,3510643,0.1,7.88,0.1,53.0,Medium Risk,Review,0.15,Elevated Risk Premium,8642.79,518567.4,155271.4,58.3
930,2025-04-23,Otji Trading,Transport,Kavango West,19,210,2050627,Vehicle Purchase,24,11079597,737416,2292935,1269350,52571,664,2,0,Equipment,4874981,0.11,3.54,0.42,82.1,Low Risk,Approved,0.08,Standard Risk-Based Rate,92744.3,2225863.2,175236.2,90.31
931,2025-07-24,Caprivi Retail,Tourism,Khomas,8,237,2153809,Expansion,36,1156502,466646,2842438,875341,106372,644,6,1,Livestock,2816870,0.76,-3.48,0.76,26.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,29.15
932,2025-03-17,Okavango Transport,Logistics,Erongo,18,112,2125682,Equipment Purchase,24,7407744,230361,851967,2475965,1237,828,1,1,Savings,1738828,0.33,312.81,1.22,44.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,48.51
933,2025-01-01,Walvis Trading,Agriculture,Khomas,20,78,2226170,Payroll Support,24,4929105,503265,1723265,2680437,16215,811,0,0,Livestock,2429679,0.54,-5.7,0.92,88.8,Low Risk,Approved,0.08,Standard Risk-Based Rate,100683.64,2416407.36,190237.36,97.68
934,2025-10-08,Walvis Retail,Technology,Oshikoto,21,59,527793,Inventory,12,7431415,763983,870838,2641212,111770,741,8,0,Livestock,314852,0.36,-1.29,1.68,2.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,2.86
935,2025-03-04,Etosha Tours,Food Services,Oshana,19,42,637903,Expansion,12,7824573,142568,2891603,1973135,18473,550,8,1,Savings,4706384,0.25,27.58,0.14,7.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,8.36
936,2025-03-23,Caprivi Tours,Tourism,Karas,13,131,1823678,Technology Upgrade,48,1091144,640624,1222326,3309257,53735,640,3,0,Livestock,2961485,3.03,-10.23,0.62,20.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,22.99
937,2025-03-01,Swakop Supplies,Transport,Erongo,9,202,1125756,Equipment Purchase,36,10555904,596777,2255460,806399,23354,708,1,1,Savings,3216064,0.08,12.11,0.35,63.3,Medium Risk,Review,0.15,Elevated Risk Premium,39024.7,1404889.2,279133.2,69.63
938,2025-12-11,Erongo Retail,Transport,Erongo,19,85,1926597,Working Capital,60,13081360,775641,1671902,2276795,80688,495,4,0,Savings,2634458,0.17,3.9,0.73,26.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,29.37
939,2025-10-18,Walvis Manufacturing,Food Services,Otjozondjupa,10,216,55901,Working Capital,24,1814681,617620,1325633,3336214,14256,619,6,0,Property,495867,1.84,-32.72,0.11,-7.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
940,2025-04-08,Luderitz Logistics,Food Services,Otjozondjupa,6,134,2240265,Vehicle Purchase,48,4347674,336079,2519275,3957752,36001,741,3,1,Inventory,4076674,0.91,0.73,0.55,19.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,21.89
941,2025-11-18,Otji Transport,Manufacturing,Otjozondjupa,13,90,1317799,Inventory,12,11443371,609107,1963789,3311630,7694,669,4,0,Livestock,1206534,0.29,44.78,1.09,30.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.66
942,2025-01-06,Katima Farming,Retail,Hardap,21,171,398649,Vehicle Purchase,60,2398972,253732,1619884,3119166,54343,693,3,0,Livestock,1291984,1.3,-0.99,0.31,48.0,Medium Risk,Review,0.15,Elevated Risk Premium,9483.83,569029.8,170380.8,52.8
943,2025-08-05,Kalahari Construction,Mining Services,Kavango East,25,57,339528,Inventory,12,7101627,384524,1870265,1036044,44583,830,3,0,Equipment,2988344,0.15,4.65,0.11,93.5,Low Risk,Approved,0.08,Standard Risk-Based Rate,29535.01,354420.12,14892.12,100.0
944,2025-10-05,Swakop Farming,Agriculture,Erongo,21,3,1585823,Construction,60,9768178,437441,2674636,3949537,13991,821,7,0,Inventory,1902001,0.4,26.92,0.83,41.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,45.76
945,2025-01-12,Etosha Construction,Tourism,Oshana,20,213,696374,Expansion,24,14507301,497352,738304,2240100,45869,458,7,0,Property,2066932,0.15,15.51,0.34,-17.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
946,2025-06-17,Caprivi Logistics,Logistics,Erongo,11,236,2377107,Working Capital,12,12175210,626680,630029,3270436,28607,724,6,1,Livestock,1403334,0.27,13.56,1.69,-29.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
947,2025-01-11,Walvis Logistics,Transport,Kavango West,19,228,1470940,Payroll Support,36,1558475,694210,1457709,3694771,36265,812,3,0,Equipment,1081457,2.37,-15.56,1.36,47.9,Medium Risk,Review,0.15,Elevated Risk Premium,50990.62,1835662.32,364722.32,52.69
948,2025-01-28,Namib Construction,Construction,Khomas,5,173,826179,Payroll Support,48,9937197,170226,1760965,3827580,116611,651,1,0,Livestock,4112836,0.39,5.64,0.2,31.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,34.65
949,2025-12-02,Luderitz Supplies,Transport,Hardap,11,195,2285157,Payroll Support,48,11276834,621603,1082134,653023,13161,788,4,0,Equipment,1565979,0.06,24.17,1.46,48.4,Medium Risk,Review,0.15,Elevated Risk Premium,63597.63,3052686.24,767529.24,53.24
950,2025-06-27,Windhoek Manufacturing,Retail,Kavango West,23,17,515969,Construction,48,1143835,480678,2540127,978537,48324,491,8,0,Inventory,4830187,0.86,-7.97,0.11,30.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.66
951,2025-10-20,Swakop Construction,Manufacturing,Kavango East,24,198,210243,Working Capital,36,11532967,713039,1117633,1875894,8017,681,2,0,Livestock,2980105,0.16,30.94,0.07,61.7,Medium Risk,Review,0.15,Elevated Risk Premium,7288.14,262373.04,52130.04,67.87
952,2025-11-21,Erongo Transport,Manufacturing,Kavango East,11,179,660500,Expansion,12,6485035,198551,369406,2903608,13760,535,3,1,Vehicle,3647485,0.45,24.85,0.18,-25.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
953,2025-12-02,Caprivi Supplies,Construction,Khomas,24,134,1072773,Equipment Purchase,24,3042760,166310,724102,2099077,63858,653,3,1,Vehicle,1668693,0.69,1.37,0.64,20.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,22.88
954,2025-08-02,Kunene Technologies,Food Services,Erongo,20,99,516977,Payroll Support,24,8960880,277979,2894544,299554,39271,468,3,0,Property,4014982,0.03,11.94,0.13,77.7,Medium Risk,Review,0.15,Elevated Risk Premium,25066.48,601595.52,84618.52,85.47
955,2025-09-13,Walvis Manufacturing,Food Services,Otjozondjupa,1,110,942764,Vehicle Purchase,36,2563098,440072,2192151,1044393,65558,709,0,0,Savings,4123956,0.41,-3.45,0.23,75.8,Medium Risk,Review,0.15,Elevated Risk Premium,32681.22,1176523.92,233759.92,83.38
956,2025-12-29,Katima Fishing,Retail,Kavango West,18,139,1944423,Working Capital,24,931139,162625,2543439,2560033,58709,535,0,0,Savings,4997463,2.75,-1.45,0.39,75.8,Medium Risk,Review,0.15,Elevated Risk Premium,94278.55,2262685.2,318262.2,83.38
957,2025-06-21,Walvis Food Services,Agriculture,Oshikoto,19,109,2304924,Expansion,24,1910746,605901,804675,789341,77040,789,5,0,Property,1355566,0.41,-5.8,1.7,45.6,Medium Risk,Review,0.15,Elevated Risk Premium,111758.04,2682192.96,377268.96,50.16
958,2025-03-16,Caprivi Logistics,Logistics,Karas,11,140,1428071,Construction,24,9294162,608660,1742334,2732191,71531,620,6,0,Inventory,1911189,0.29,2.32,0.75,8.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,8.8
959,2025-04-16,Namib Food Services,Logistics,Khomas,3,244,889159,Payroll Support,12,5390722,124912,2059242,3688887,51157,813,7,0,Equipment,4755323,0.68,6.34,0.19,4.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,4.51
960,2025-12-07,Oshana Farming,Retail,Khomas,12,235,1895681,Technology Upgrade,12,6051073,233325,1565575,1535150,42578,839,8,0,Property,1702222,0.25,6.36,1.11,23.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,26.29
961,2025-03-18,Etosha Construction,Retail,Erongo,15,115,2445983,Expansion,36,13234228,507766,2537177,1139265,45348,691,6,0,Livestock,2886039,0.09,13.12,0.85,53.0,Medium Risk,Review,0.15,Elevated Risk Premium,84790.8,3052468.8,606485.8,58.3
962,2025-01-11,Erongo Trading,Manufacturing,Karas,7,15,2464448,Working Capital,36,11911295,241708,191029,3065406,18196,468,5,1,Inventory,4995000,0.26,41.27,0.49,-59.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
963,2025-02-03,Gobabis Tours,Manufacturing,Oshana,20,127,279099,Vehicle Purchase,12,7637964,442828,1487959,3056130,16709,825,2,1,Equipment,1845228,0.4,11.59,0.15,45.7,Medium Risk,Review,0.15,Elevated Risk Premium,25191.0,302292.0,23193.0,50.27
964,2025-01-07,Katima Farming,Manufacturing,Oshikoto,16,194,349374,Inventory,60,10429767,469730,602444,1027945,83131,633,1,0,Livestock,2715065,0.1,4.8,0.13,51.1,Medium Risk,Review,0.15,Elevated Risk Premium,8311.58,498694.8,149320.8,56.21
965,2025-08-18,Erongo Trading,Mining Services,Oshikoto,22,25,866831,Payroll Support,12,3237222,546206,469151,609841,959,831,0,0,Property,1823390,0.19,-288.26,0.48,89.4,Low Risk,Approved,0.08,Standard Risk-Based Rate,75404.27,904851.24,38020.24,98.34
966,2025-06-26,Swakop Construction,Retail,Khomas,5,57,1998969,Equipment Purchase,36,11701505,695656,1408201,277782,54504,842,8,0,Equipment,235190,0.02,5.13,8.5,23.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,25.41
967,2025-12-09,Kunene Fishing,Mining Services,Oshana,7,156,109814,Working Capital,12,14713457,717596,1138000,2028264,24377,544,4,1,Equipment,3478969,0.14,20.86,0.03,-14.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
968,2025-10-16,Caprivi Farming,Transport,Oshana,22,248,415151,Inventory,24,13615343,262063,2626696,138354,19008,555,3,0,Property,4822397,0.01,45.9,0.09,85.7,Low Risk,Approved,0.08,Standard Risk-Based Rate,18776.16,450627.84,35476.84,94.27
969,2025-12-03,Kalahari Transport,Agriculture,Karas,14,51,135620,Construction,12,9800913,744637,1243290,1350772,67585,819,6,0,Vehicle,1859024,0.14,1.07,0.07,36.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,39.93
970,2025-08-30,Caprivi Food Services,Mining Services,Hardap,4,183,633801,Technology Upgrade,24,4387272,481646,461255,1165995,112578,579,0,1,Vehicle,2224520,0.27,-1.03,0.28,11.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,12.65
971,2025-09-07,Namib Technologies,Retail,Erongo,23,156,2185853,Equipment Purchase,12,9684010,696286,1216175,1814233,83826,847,5,0,Livestock,1953314,0.19,1.32,1.12,55.4,Medium Risk,Review,0.15,Elevated Risk Premium,197291.4,2367496.8,181643.8,60.94
972,2025-06-29,Luderitz Logistics,Retail,Otjozondjupa,19,172,954502,Working Capital,60,2989835,45193,1245873,686632,805,541,6,1,Savings,2996717,0.23,253.37,0.32,2.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,2.97
973,2025-02-09,Swakop Tours,Manufacturing,Hardap,2,223,437186,Expansion,36,8088263,599584,1282014,3248254,92895,481,6,0,Vehicle,847629,0.4,0.8,0.52,-33.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
974,2025-03-22,Kalahari Fishing,Tourism,Erongo,9,160,1195681,Equipment Purchase,36,3434081,386201,2296431,3896361,42640,659,4,1,Savings,1551449,1.13,-2.35,0.77,4.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,4.84
975,2025-03-29,Erongo Transport,Transport,Kavango West,21,10,914130,Equipment Purchase,24,1316483,723167,1181160,530276,41802,576,8,0,Vehicle,2564087,0.4,-14.68,0.36,13.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,14.74
976,2025-10-26,Oshana Food Services,Logistics,Khomas,1,221,965926,Construction,60,12647621,109859,1403957,1941500,86156,644,3,0,Equipment,3127251,0.15,10.96,0.31,20.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,22.66
977,2025-08-07,Okavango Transport,Mining Services,Kavango East,3,86,1037500,Equipment Purchase,48,14013654,225062,2161797,3744086,69881,797,7,0,Livestock,4008486,0.27,13.49,0.26,4.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,4.4
978,2025-02-27,Gobabis Technologies,Transport,Otjozondjupa,19,233,575978,Expansion,60,3012745,729054,2182391,3410623,49073,518,3,0,Inventory,4947030,1.13,-9.74,0.12,35.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,39.38
979,2025-06-19,Okavango Trading,Transport,Otjozondjupa,5,86,1990022,Vehicle Purchase,24,5918260,790002,2895143,2436026,55696,692,4,0,Vehicle,4965915,0.41,-5.33,0.4,48.2,Medium Risk,Review,0.15,Elevated Risk Premium,96489.5,2315748.0,325726.0,53.02
980,2025-02-01,Walvis Transport,Manufacturing,Hardap,18,113,325116,Working Capital,24,10467465,486800,2246796,3224560,48476,691,3,0,Property,2044031,0.31,7.95,0.16,54.8,Medium Risk,Review,0.15,Elevated Risk Premium,15763.79,378330.96,53214.96,60.28
981,2025-02-25,Swakop Manufacturing,Logistics,Khomas,21,68,2021199,Working Capital,48,11779385,579436,369524,464451,53385,457,5,1,Property,3087331,0.04,7.53,0.65,-10.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
982,2025-10-29,Katima Technologies,Mining Services,Oshikoto,1,152,1972691,Working Capital,12,7547799,304338,2395385,221854,60107,465,2,0,Property,3536944,0.03,5.4,0.56,47.7,Medium Risk,Review,0.15,Elevated Risk Premium,178051.76,2136621.12,163930.12,52.47
983,2025-01-14,Walvis Logistics,Manufacturing,Khomas,13,67,249887,Vehicle Purchase,12,3602817,230446,459989,568769,41783,569,2,0,Savings,1456847,0.16,1.67,0.17,33.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,37.29
984,2025-08-20,Kunene Farming,Logistics,Karas,8,207,708256,Technology Upgrade,60,729942,661546,656675,2426661,913,553,0,0,Inventory,2815528,3.32,-657.96,0.25,26.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,28.82
985,2025-10-14,Namib Retail,Mining Services,Khomas,8,225,1134548,Inventory,24,11934273,276772,514685,3422468,1265,547,0,0,Inventory,3144345,0.29,567.39,0.36,12.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,14.08
986,2025-03-24,Katima Retail,Agriculture,Kavango East,16,233,409813,Equipment Purchase,36,659893,79794,1311348,1472743,546,650,4,0,Inventory,3595966,2.23,-45.43,0.11,38.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,42.35
987,2025-04-27,Swakop Construction,Mining Services,Erongo,18,52,281495,Working Capital,60,4537321,170666,1874455,3134911,48127,549,2,0,Vehicle,2742126,0.69,4.31,0.1,42.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,46.2
988,2025-08-27,Swakop Transport,Manufacturing,Oshikoto,3,82,1497004,Equipment Purchase,48,10836362,643664,1309099,2064710,66377,734,3,0,Vehicle,4475810,0.19,3.91,0.33,29.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,32.34
989,2025-11-28,Okavango Food Services,Construction,Otjozondjupa,2,35,1469670,Inventory,24,1195905,581499,2525752,1951978,63960,783,2,0,Equipment,4599403,1.63,-7.53,0.32,66.3,Medium Risk,Review,0.15,Elevated Risk Premium,71259.37,1710224.88,240554.88,72.93
990,2025-10-25,Etosha Transport,Mining Services,Oshana,12,53,71084,Inventory,48,12429677,738952,971702,402594,8653,850,7,0,Savings,2118464,0.03,34.31,0.03,32.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,35.64
